Place,Details,Class,WordCount,Similar_Words
Takeda,patient focused rd driven gloval biopharmaceutical company area focus inflammation rare disease plasma derived therapy oncology neuroscience development vaccine infectious disease,biotechnology,25,"area, biopharmaceutical, therapy, rd, rare, plasma, patient, oncology, neuroscience, inflammation"
National Institute for Biotechnology and Genetic Engineering,focal point modern biotechnology provides technology receiving unit help development country application modern biotechnology genetic engineering research program nibge mainly aimed improving agriculture health environment industry supported national international financial grant,biotechnology,50,"agriculture, aimed, technology, supported, research, receiving, provides, program, point, nibge"
NanoVelos,company providing proprietary drug delivery system aim develop anticancer therapeutic conjugating generic new drug dextranbased nanoparticle delivery system,biotechnology,25,"aim, anticancer, company, conjugating, delivery, develop, dextranbased, drug, generic, nanoparticle"
Bioavlee,creates new laboratory equipment redefine microorganism identification counting company ’s technology relies laser diffraction laser shone sample measure unique pattern created type microorganism using laser selflearning algorithm reference photo database bacteria identified accuracy without sequence dna,biotechnology,60,"accuracy, algorithm, using, unique, type, technology, shone, sequence, selflearning, sample"
Bowil Biotech,developed unique technology bacterial cellulose production intended medical device focus creating new application biosynthesized cellulose laboratory rd center production plant highly advanced technological hub date equipment used production biocellulose medical device,biotechnology,47,"advanced, application, unique, technology, technological, rd, production, plant, new, medical"
Celon Pharma,integrated pharmaceutical company conduct advanced research manufacture modern drug,biotechnology,11,"advanced, company, conduct, drug, integrated, manufacture, modern, pharmaceutical, research"
Captor Therapeutics,biopharmaceutical company leveraging targeted protein degradation tpd technology discover develop breakthrough therapeutic high unmet medical need tpd revolutionizes drug development targeting undruggable molecular target providing new treatment option disease unmet medical need captor based basel switzerland wroclaw poland develops therapeutic severe condition like malignancy autoimmune disease,biotechnology,57,"autoimmune, based, new, option, poland, protein, providing, revolutionizes, severe, switzerland"
Mabion,mabion biotech company launched poland mabion develops biosimilar antibody drug offer manufacturing contract service company ’s advanced project biosimilar roche ’s rituximab antibody used treat blood cancer arthritis tested phase trial mabion developing vaccine antigen part collaboration u vaccine development company novavax,biotechnology,69,"advanced, antibody, used, trial, treat, tested, service, roche, rituximab, project"
Molecure,molecure innovative biopharmaceutical company dedicated discovering developing commercializing novel therapeutic neoplastic inflammatory disease,biotechnology,19,"biopharmaceutical, commercializing, company, dedicated, developing, discovering, disease, inflammatory, innovative, molecure"
Ryvu Therapeutics,clinical stage drug discovery development biotech focused developing small molecule therapy alternative current cancer treatment advanced program pipeline targeted therapy acute myeloid leukemia currently phase trial partnership pharma company menarini ryvu ’s lead candidate phase b trial potential treat blood cancer solid tumor,biotechnology,67,"acute, molecule, partnership, pharma, phase, pipeline, potential, program, ryvu, small"
Pure Biologics,pure biologics develops antibody drug well dna aptamers dna molecule much like antibody bind specific target company ’s advanced program aptamer preclinical development intended treat devic ’s disease autoimmune condition cause episode sight loss paralysis antibody pipeline pure biologics focusing firstinclass immunooncology drug colorectal lung breast cancer initial target,biotechnology,69,"advanced, antibody, immunooncology, initial, intended, like, loss, lung, molecule, much"
Proteon Pharmaceuticals,proteon pharmaceutical produce feed additive prevent eliminate bacterial infection livestock aquaculture additive contain bacteriophage virus infect specific strain bacteria reducing risk pathogen developing antibiotic resistance,biotechnology,36,"additive, antibiotic, strain, specific, risk, resistance, reducing, proteon, produce, prevent"
Pomeranian Science and Technology Park,hub business scientific organization hand seat park company thriving business center park mission actively support create condition development initiative project based high technology innovation place meeting exchange thought entrepreneur designer scientist enthusiast,biotechnology,64,"actively, based, thought, technology, support, seat, scientist, scientific, project, place"
Institute of Bioorganic Chemistry,institute bioorganic chemistry unique interdisciplinary scientific center combine research area chemistry biology information technology main research topic include synthesis study structure function nucleic acid protein component institute run phd program doctoral school part managed poznań supercomputing networking center,biotechnology,66,"acid, school, phd, poznań, program, protein, research, run, scientific, area"
Actelion,pharmaceutical biotechnology company established focus manufacture drug treat rare orphan disease drug produced used treat patient symptom related central nervous system disorder irregular heart condition immune system disorder cancer focus actelion treating individual pulmonary arterial hypertension pah heart condition leaf patient short life expectancy even treatment,biotechnology,81,"actelion, life, nervous, orphan, pah, patient, pharmaceutical, produced, pulmonary, rare"
Alcon,pharmaceutical medical device company specializing eye care product known contibutions various area eye care including surgical pharmaceutical vision care company provides wide range product including surgical equipment cataract surgery intraocular lens pharmaceutical eye condition contact lens lens care product,biotechnology,53,"area, lens, vision, various, surgical, surgery, specializing, range, provides, product"
Campus Biotech,campus biotech swiss institution hosting research institute biotechnology company campus biotech former merck serono building geneva campus biotech part swiss innovation park,biotechnology,37,"biotech, building, campus, company, former, geneva, hosting, innovation, institute, institution"
BioValley,biovalley leading life science cluster europe founded connects academia company three nation upper rhine valley namely france germany switzerland main objective greater research cooperation company academia involved life science sector including pharmacology biotechnology nanotechnology medical technology chemistry agricultural biotechnology,biotechnology,57,"academia, main, upper, three, technology, switzerland, sector, science, rhine, research"
Novartis Institutes for BioMedical Research,nibr research arm novartis pharmaceutical company focus discovering innovative solution various therapeutic area including biotechnology,biotechnology,22,"area, arm, company, discovering, focus, including, innovative, nibr, novartis, pharmaceutical"
Roche,largest biotect company well leading prodiver invitro diagnostics global supplier transformative innovative solution across major disease area,biotechnology,27,"across, largest, transformative, supplier, solution, prodiver, major, leading, invitro, area"
Institute of Bioengineering and Nanotechnology,institute bioengineering nanotechnology ibn research institution based singapore member agency science technology research institute established march mission conduct innovative research interface bioengineering nanotechnology work project rangjing drug delivery syntetic biology,biotechnology,57,"agency, march, technology, syntetic, singapore, science, research, rangjing, project, nanotechnology"
AstraZeneca,global scienceled biopharmaceutical company develops provides medicine various disease cancer cardiovascular respiratory infection company involved developing covid vaccine using viral vector technology,biotechnology,37,"biopharmaceutical, medicine, vector, various, vaccine, using, technology, scienceled, respiratory, provides"
GlaxoSmithKline,manufacture product major disease area asthma cancer infection diabetes mental health medicine historically discovered developed gsk legacy company sold generic include amoxicillin amoxicillinclavulanate ticarcillinclavulanate mupirocin ceftazidime bacterial infection zidovudine hiv infection valacyclovir herpes virus infection albendazole parasitic infection sumatriptan migraine lamotrigine epilepsy bupropion paroxetine major depressive disorder cimetidine ranitidine gastroesophageal reflux disorder mercaptopurine thioguanine treatment leukemia allopurinol gout pyrimethamine malaria antibacterial trimethoprim,biotechnology,93,"albendazole, allopurinol, lamotrigine, legacy, leukemia, major, malaria, manufacture, medicine, mental"
Abbott Laboratories,health care company specializes cardiovascular diagnostics diabetes neuromodulation product abbott produce nutrition brand including pedialyte ensure,biotechnology,22,"abbott, brand, cardiovascular, care, company, diabetes, diagnostics, ensure, health, including"
AbbVie,discover deliver innovative medicine solution address complex health issue enhance people life,biotechnology,16,"address, complex, deliver, discover, enhance, health, innovative, issue, life, medicine"
Acorda Therapeutics,biotechnology company develops therapy improve neurological function parkinson disease multiple sclerosis neurological disorder,biotechnology,20,"company, develops, disease, disorder, function, improve, multiple, neurological, parkinson, sclerosis"
Advaxis,devoted discovery development commercialization immunotherapy based technology platform us engineered listeria monocytogenes bacteria platform designed stimulate immune system target eliminate cancel cell,biotechnology,35,"bacteria, immune, technology, target, system, stimulate, platform, monocytogenes, listeria, immunotherapy"
Alexion,pharmaceutical company specializes orphan drug treat rare disease specifically related disorder complement system part immune system involved inflammatory response,biotechnology,31,"company, complement, system, specifically, specializes, response, related, rare, pharmaceutical, part"
Alnylam Pharmaceuticals,focus discovery development commercialization rna interference therapeutic genetically defined disease,biotechnology,14,"commercialization, defined, development, discovery, disease, focus, genetically, interference, rna, therapeutic"
Amgen,focus area high unmet medical need leverage expertise strive solution improve health outcome dramatically improve people life biotechnology innovator since amgen grown world leading independent biotechnology company reached million patient around world developing pipeline medicine breakaway potential,biotechnology,61,"amgen, life, unmet, strive, solution, since, reached, potential, pipeline, people"
Amneal Pharmaceuticals,specializes development commercialization wide range pharmaceutical product including generic medication specialty pharmaceutical product portfolio cover various therapeutic area including cardiovascular central nervous system dermatology gastrointestinal,biotechnology,35,"area, cardiovascular, various, therapeutic, system, specialty, specializes, range, product, portfolio"
Avax Technologies,pioneer cancer vaccine development avax technology inc internationally integrated biotechnology company focused developing commercializing ac vaccine technology treatment cancer,biotechnology,29,"ac, avax, cancer, commercializing, company, developing, development, focused, inc, integrated"
Becton Dickinson Company,medical company produce sell various product health care medical device diagnostic instuments reagent involved developing solution infectious disease cancer medication management infection prevention,biotechnology,33,"cancer, care, solution, sell, reagent, product, produce, prevention, medication, medical"
BioCryst Pharmaceuticals,biotech company develops novel medicine complement mediated rare disease herediatary angioedema hemophilia lupus,biotechnology,19,"angioedema, biotech, company, complement, develops, disease, hemophilia, herediatary, lupus, mediated"
Biogen,global biotechnology company pioneer science drive innovation complex devastating disease biogen advancing pipeline potential therapy across neurology neuropsychiatry specialized immunology rare disease remains acutely focused purpose serving humanity science advancing healthier sustainable equitable world founded biogen pioneered multiple breakthrough innovation including broad portfolio medicine treat multiple sclerosis approved treatment spinal muscular atrophy two codeveloped treatment address defining pathology alzheimer ’s disease,biotechnology,90,"across, rare, muscular, neurology, neuropsychiatry, pathology, pioneer, pioneered, pipeline, portfolio"
Biovista,private drug development service company based charlottesville virginia biovistas core business activity include drug repositioning drug derisking well disease cohort analysis adverse event prediction clinical hold analysis service biovista applying technology platform develop drug repositioning program area central nervous system diabetesobesity eye disorder oncology,biotechnology,59,"activity, platform, drug, event, eye, hold, include, nervous, oncology, prediction"
Ceragenix Pharmaceuticals,ceragenix pharmaceutical inc biopharmaceutical company headquartered denver colorado develops prescription therapy based platform proprietary surface active technology — skin barrier repair technology cerageninis new class broad spectrum antiinfectives company discovers develops commercializes antiinfective drug based proprietary class compound ceragenins active range gram positive gram negative bacteria agent developed antiinfective medical device coating therapeutic antibioticresistant organism,biotechnology,79,"active, discovers, gram, headquartered, inc, medical, negative, new, organism, pharmaceutical"
Cold Spring Harbor Laboratory,cold harbor laboratory private nonprofit institution research program focusing cancer neuroscience plant biology genomics quantitative biology institution supported cancer center program u national cancer institute ncidesignated cancer center since laboratory handful institution played central role development molecular genetics molecular biology,biotechnology,72,"biology, cancer, since, role, research, quantitative, program, private, played, plant"
Genentech,genentech biotechnology company dedicated pursuing groundbreaking science discover develop medicine serious lifethreatening disease transformational discovery include targeted antibody cancer medicine primary progressive multiple sclerosis,biotechnology,41,"antibody, cancer, targeted, serious, sclerosis, science, pursuing, progressive, primary, multiple"
Gilead Sciences,research based biopharmaceutical company focused discovering developiong commercializing innovative medicine world devastating disease virus cancer inflammatory condition,biotechnology,25,"based, disease, virus, research, medicine, innovative, inflammatory, focused, discovering, biopharmaceutical"
Ionis Pharmaceuticals,ionis pharmaceutical inc biotechnology company based carlsbad california specializes discovering developing rnatargeted therapeutic company commercially approved medicine spinraza nusinersen tegsedi inotersen waylivra volanesorsen drug pivotal study ’s disease tofersen sodals akceaapoalrx cardiovascular disease akceattrlrx form ttr amyloidosis,biotechnology,59,"akceaapoalrx, ionis, volanesorsen, ttr, tofersen, therapeutic, tegsedi, study, spinraza, specializes"
Intercept Pharmaceuticals,biopharmaceutical company wholly owned subsidiary alfasigma spa focused development commercialization novel therapeutic treat rare serious liver disease including primary biliary cholangitis pbc severe alcoholassociated hepatitis sah new age liver disease treatment team developing vital therapy meet need living rare serious liver disease committed improving patient ’ life addressing liver community ’s pressing need,biotechnology,75,"addressing, serious, novel, owned, patient, pbc, pressing, primary, rare, sah"
Janssen Pharmaceuticals,janssen research development jrd conduct research development activity related wide range human medical disorder including mental illness neurological disorder gastrointestinal disorder fungal infection hivaids allergy cancer,biotechnology,36,"activity, allergy, research, related, range, neurological, mental, medical, jrd, janssen"
Johnson & Johnson,company major franchise pharmaceutical segment include immunology neuroscience infectious disease vaccine oncology cardiovascular metabolism pulmonary hypertension,biotechnology,22,"cardiovascular, company, disease, franchise, hypertension, immunology, include, infectious, major, metabolism"
Kinetic Concepts,global corporation produce medical technology related wound wound healing produced product developed specifically negative pressure wound therapy,biotechnology,23,"corporation, developed, global, healing, medical, negative, pressure, produce, produced, product"
Melinta Therapeutics,focus design development novel broadspectrum antibiotic treatment antibioticresistant infection hospital setting,biotechnology,19,"antibiotic, antibioticresistant, broadspectrum, design, development, focus, hospital, infection, novel, setting"
Merck & Co,develops produce medicine vaccine biologic therapy animal health product multiple blockbuster drug product revenue including cancer immunotherapy antidiabetic medication vaccine hpv chickenpox,biotechnology,33,"animal, antidiabetic, therapy, revenue, product, produce, multiple, medicine, medication, including"
Moderna,moderna inc pharmaceutical biotechnology company based cambridge massachusetts focus rna therapeutic primarily mrna vaccine vaccine use copy molecule called carry instruction protein produce immune responsethe company name derived term modified rna modern,biotechnology,53,"based, called, use, therapeutic, term, rna, responsethe, protein, produce, primarily"
Northwest Biotherapeutics,northwest biotherapeutics biotechnology company focus clinical development autologous immunotherapy product cancer,biotechnology,18,"autologous, biotherapeutics, cancer, clinical, company, development, focus, immunotherapy, northwest, product"
NovaBay Pharmaceuticals,biopharmaceutical company developing antiinfective product eyecare skincare market,biotechnology,11,"antiinfective, biopharmaceutical, company, developing, eyecare, market, product, skincare"
Novavax,novavax inc american biotechnology company based gaithersburg maryland develops vaccine counter serious infectious disease prior company scientist developed experimental vaccine influenza respiratory syncytial virus well ebola emerging infectious disease company redirected effort focus development approval nvxcov vaccine covid,biotechnology,61,"american, inc, virus, vaccine, syncytial, serious, scientist, respiratory, redirected, prior"
Pfizer,pfizer develops produce medicine vaccine immunology oncology cardiology endocrinology neurology largest product sale pfizer – biontech,biotechnology,34,"biontech, cardiology, develops, endocrinology, immunology, largest, medicine, neurology, oncology, pfizer"
Regeneron,regeneron leading biotechnology company invents develops commercializes lifetransforming medicine serious disease founded led physicianscientists regenerons unique ability repeatedly consistently translate science medicine led numerous fdaapproved treatment product candidate development almost homegrown regenerons laboratory regenerons medicine pipeline designed help patient eye disease allergic inflammatory disease cancer cardiovascular metabolic disease pain hematologic condition infectious disease rare disease regeneron accelerating improving traditional drug development process proprietary velocisuite ® technology velocimmune ® us unique geneticallyhumanized mouse produce optimized antibody bispecific antibody ambitious research initiative regeneron genetics center ® conducting largest genetics sequencing effort world,biotechnology,141,"ability, optimized, produce, process, pipeline, physicianscientists, patient, pain, numerous, proprietary"
RespireRx Pharmaceuticals,biopharmaceutical company developing innovative revolutionary treatment combat disorder caused disruption neuronal signaling,biotechnology,16,"biopharmaceutical, caused, combat, company, developing, disorder, disruption, innovative, neuronal, revolutionary"
Sarepta Therapeutics,medical research drug development company corporate office research facility cambridge massachusetts united state global biotechnology company urgent mission engineer precision genetic medicine reclaim future otherwise impacted cut short rare disease,biotechnology,40,"cambridge, medical, united, state, short, research, reclaim, rare, precision, otherwise"
Spectrum Pharmaceuticals,american biopharmaceutical company boston develops market drug treatment hematology oncology,biotechnology,20,"american, biopharmaceutical, boston, company, develops, drug, hematology, market, oncology, treatment"
Titan Pharmaceuticals,developing proprietary therapeutic primarily treatment central nervous system cns disorder,biotechnology,13,"central, cns, developing, disorder, nervous, primarily, proprietary, system, therapeutic, treatment"
Trivena Inc,involved discovery development gprotein coupled receptor gpcr biased ligand trevenas approach drug discovery based utilizing ligand bias functional selectivity gpcr target produce drug improved efficacy reduced side effect profile,biotechnology,41,"approach, improved, trevenas, target, side, selectivity, reduced, receptor, profile, produce"
Ultragenyx,involved research development novel product treatment rare ultrarare genetic disease typically approved treatment high unmet medical need company work multiple drug modality including biologics small molecule gene therapy aso mrna disease category bone endocrine metabolic muscle disease,biotechnology,59,"approved, rare, mrna, multiple, muscle, need, novel, product, research, aso"
Ventria Bioscience,biotech company focus human nutrition human therapeutic company established colorado company core technology genetically modified cropbased protein production system called pharming system called expresstec,biotechnology,38,"biotech, human, technology, system, protein, production, pharming, nutrition, modified, genetically"
Vertex Pharmaceuticals,global biotechnology company engaged discovery development breakthrough small molecule drug serious disease discovered developed medicine treat underlying cause cystic fibrosis cf rare lifethreatening genetic disease addition clinical development program cf vertex dozen ongoing research program focused underlying mechanism serious disease,biotechnology,63,"addition, breakthrough, underlying, treat, small, serious, research, rare, program, ongoing"
Viatris,produce sell variety medicine approved therapeutic molecule portfolio viatris product cover therapeutic area including cardiovascular infectious disease oncology immunology cns anesthesia woman healthcare diabetes metabolism gastroenterology respiratory allergy dermatology,biotechnology,40,"allergy, anesthesia, viatris, variety, therapeutic, sell, respiratory, product, produce, portfolio"
Kinova Robotics,robotics ’ industrial robot helping manufacturer automate task like assembly dispensing release link robotics created industrial collaborative robot come canada link specializes application like pick place part assembly machine tending able reduce cycle time longer reach faster movement,robotic,62,"able, machine, tending, task, specializes, robotics, robot, release, reduce, reach"
Mecademic,mecademic specializes ultrasmall industrial robot capable highspeed pick place lab automation small footprint sixaxis industrial robot arm meca reach maximum payload capacity kg sensor wireless connectivity meca capable gathering data analysis lead improved efficiency informed decisionmaking,robotic,63,"analysis, arm, ultrasmall, specializes, small, sixaxis, sensor, robot, reach, place"
Hanson Robotics,creates ai robot human appearance operate humanlike characteristic ai robot lifelike skin made hanson ’s proprietary nanotechnology called frubber humanlike feature include eye contact facial recognition speech ability hold natural conversation robot produce highquality expression offer le mechanical robotic experience,robotic,59,"ability, natural, include, le, lifelike, made, mechanical, nanotechnology, offer, ai"
Universal Robots,company ’s industrial robot used automotive company like continental changeover time — moving component station next — reduced percent ford universal ’s robot work assembly line greasing camshaft filling engine oil,robotic,49,"assembly, line, used, universal, time, station, robot, reduced, percent, oil"
Franka Emika,franka emika ’s industrial robot provide automation solution production manufacturing seven ax sensor company ’s new industrial robot franka production provides “ human armlike dexterity ” assembly operation worker learn operate robot coding knowledge making franka production userfriendly,robotic,53,"armlike, manufacturing, userfriendly, solution, seven, sensor, robot, provides, provide, production"
KUKA,industrial robot kuka robotics work across diverse range industry production manufacturing environment they ’re able assist ultraclean room setting — area low concentration particulate air — task like semiconductor fabrication ’s industrial robot able assist nuclear decommissioning radioactive environment take dangerous task like handling sorting waste,robotic,67,"able, across, production, radioactive, range, re, robot, robotics, room, semiconductor"
Rethink Robotics,manufacture collaborative robot known cobots perform function several industry function include “ pickandplace ” process moving part various location copackaging endofline packaging cnc machine tending plastic injection blow molding,robotic,38,"blow, cnc, tending, several, robot, process, plastic, pickandplace, perform, part"
DENSO,denso world largest automotive supplier technology component found almost vehicle around globe including ford division denso robotics market leader small industrial robot segment robot installed worldwide denso started developing robot optimise manufacturing process automotive industry allowed company constantly improve advance hardware software established leader small assembly industrial robotics segment denso robotics continues set benchmark reliability flexibility functionality,robotic,105,"advance, industrial, installed, largest, leader, manufacturing, market, optimise, process, reliability"
Epson,epson develops manufacture line industrial scara sixaxis robot epson ’s model scara robot designed assemble seiko watch range reach millimeter millimeter epson ’s gseries scara robot used guitar helping guitar manufacturer increase production acoustic pickup company ’s sixaxis industrial robot “ folding arm ” design improves motion increase efficiency,robotic,83,"acoustic, arm, used, sixaxis, seiko, scara, robot, reach, range, production"
Kawada Robotics Group,dualarm industrial robot kawada robotics group capable working alongside human variety manufacturing setting ability recognize respond environment thanks builtin image recognition system ax electromagnetic brake system shoulder elbow prevent fall utilizing arm nextage maximum payload capacity kg,robotic,67,"ability, alongside, maximum, nextage, payload, prevent, recognition, recognize, respond, robot"
Kawasaki Robotics,doe n’t make fast motorcycle jet ski thriving industrial robot division robot arm handle payload kg used diverse range area sealant adhesive application silicon wafer transfer semiconductor industry rehkemper son buildingcomponent manufacturer used kawasaki ’s industrial robot help assemble wall used prefabricated home,robotic,68,"adhesive, application, motorcycle, payload, prefabricated, range, rehkemper, robot, sealant, semiconductor"
Mitsubishi Electric,company ’s industrial robotics division specialises verticallyarticulated robot assembly machinetending trayhandling application providing solution packing palletizing tending assembling handling processing,robotic,25,"application, processing, trayhandling, tending, specialises, solution, robotics, robot, providing, palletizing"
Nachi Robotics Systems,arc welding application nachi robotics system ’ industrial robot feature sensing capability like touch seam tracking laser search increase way used allows work complex component company ’s robot capable working application like material handling machine tending dispensing average dispensing speed range per,robotic,66,"allows, application, range, robot, robotics, seam, search, sensing, speed, system"
OMRON Group,industrial robot line omron group feature fouraxis scara robot sixaxis articulated robot well parallel robot pickandplace application omron ’s scara robot capable assembly precision machining material handling adhesive application company ’s viperseries robot wellsuited machining assembly material handling variety industry,robotic,56,"adhesive, application, well, viperseries, variety, sixaxis, scara, robot, precision, pickandplace"
Yaskawa Electric,manufacturer servo motion controller ac motor drive switch industrial robot motoman robot heavy duty industrial robot used welding packaging assembly coating cutting material handling general automation,robotic,32,"ac, manufacturer, used, switch, servo, robot, packaging, motor, motoman, motion"
Doosan Robotics,’ industrial robot able handle stack multiple heavy object busy manufacturing production facility company ’s robot capable loading unloading cnc machine like lathe milling machine fasten screw nut bolt assemble item like thermostat even take complex task requiring humanlike precision like applying glue car door junction heat exchanger,robotic,69,"able, object, lathe, like, loading, machine, manufacturing, milling, multiple, nut"
Hanwha Corporation,industrial robot developed hanwha corporationmomentum work diverse sector ranging automotive pharmaceutical automotive industry company ’s robot assist part manufacturing assembly quality control pharmaceutical industry well food cosmetic hanwha ’s robot able pack load perform pickandplace action,robotic,51,"able, action, well, sector, robot, ranging, quality, pickandplace, pharmaceutical, perform"
ABB,abb ’s portfolio robotics product serf several industry including healthcare logistics metal fabrication construction fabrication among product autonomous mobile robot robotstudio offline programming simulation tool robotic application,robotic,36,"abb, offline, simulation, several, serf, robotstudio, robotics, robot, programming, product"
STAUBLI,staublis industrial robot combine small footprint increased speed precision company ’s scara robot specialize highspeed assembly packaging palletization articulated robot offer increased dexterity flexibility assist machine tending washing deburring polishing application stäubli ’s industrial robot capable working aseptic environment pharmaceutical operation humid setting food beverage application,robotic,63,"application, scara, operation, packaging, palletization, pharmaceutical, polishing, precision, robot, setting"
Rapid Robotics,make robotic solution manufacturing context flagship offering rapid machine operator robotic machine operator that ’s marketed lowcost automation solution bare bone robot set maintained rapid robotics available subscription work major manufacturing sector electronics medical device,robotic,56,"automation, marketed, that, subscription, solution, set, sector, robotics, robot, rapid"
Apptronik,build robot designed dexterity safety feature enable function alongside human worker company us technology like machine learning develop humanoid robot handle difficulttofill job industry like logistics construction,robotic,40,"alongside, humanoid, us, technology, safety, robot, machine, logistics, like, learning"
Boston Dynamics,spot robot look like ai dog robot “ ha inherent sense balance perception ” that ’s product ai style company refers “ athletic intelligence ” spot used industrial inspection allowing customer use robot remotely navigate terrain might difficult hazardous,robotic,55,"ai, allowing, use, that, terrain, style, spot, sense, robot, remotely"
AutoStore,use robotics autostore aid business order fulfillment solution autostore specifically delivers cube storage automation optimizes space efficiency company offer five module system robot grid bin port controller module ’s function collaborates retrieve order product manage store inventory fulfill order,robotic,51,"aid, robot, offer, optimizes, order, port, product, retrieve, robotics, automation"
GrayMatter Robotics,develops robotics aibased software assist manufacturing operation specifically company strives simplify tedious task building ai brain commercial robot company ’s development scansand floor operator us sensor sand material consistently,robotic,41,"ai, operator, tedious, task, strives, specifically, software, simplify, sensor, scansand"
Futronics Corporation,building ai service robot healthcare industry managed cloudbased platform company belief digital ecosystem elevate efficiency user experience patient receiving care robot perform task like meal delivery walk training personal transportation company ’s automated software work command system assigns task monitor course report data utilization robot,robotic,69,"ai, assigns, monitor, patient, perform, personal, platform, receiving, report, robot"
ST Robotics,st robotics ’ r industrial robot five sixaxis articulated robot arm reach maximum payload capacity kg company bill ideal benchtop automation testing sample handling company ’s r model reach maximum payload capacity kg help automate product testing welding spraying application access limited difficult,robotic,75,"access, kg, testing, st, spraying, sixaxis, sample, robotics, robot, reach"
Carbon Robotics,supply agricultural industry innovative tool like autonomous laserweeder helping farmer reduce time spent weeding product employ hiresolution camera identify crop weed realtime kill weed — laser — meristem product designed function properly matter weather condition time day,robotic,55,"agricultural, autonomous, weed, weather, tool, time, supply, spent, reduce, realtime"
Scythe Robotics,develops product technology lawn care industry eliminating pollution risk company ’s flagship product m commercial allelectric autonomous mower us semantic awareness d mapping precision localization planning control operate feature sensor noise reduction allday battery life,robotic,48,"allday, localization, technology, sensor, semantic, risk, reduction, product, precision, pollution"
Piaggio Fast Forward,bring intuitive efficient technology solution entire humanbuilt environment supporting local mobility need business community individual cargo carrying following robot gitamini gitaplus designed consumer use everyday environment since expanded following technology mobile solution business use augment labor force select industry including hospitality manufacturing indoor agriculture construction,robotic,69,"agriculture, mobile, individual, indoor, industry, intuitive, labor, local, manufacturing, mobility"
Cruise,combine ai machine learning robotics develop selfdriving car company us ai throughout planning simulation infrastructure car order ensure machine visualize world around real time react safely,robotic,43,"ai, react, visualize, us, time, throughout, simulation, selfdriving, safely, robotics"
Starship Technologies,creates autonomous robot help deliver item within mile radius ai robot able take item like grocery food delivery order retail store order deliver customer using artificial intelligence navigate route,robotic,41,"able, like, using, take, store, route, robot, retail, radius, order"
Brain Corp,brain corp ’s proprietary technology make ai robot adaptable flexible navigate unstructured environment like warehouse store floor robot mapping routing surface anomaly detection object avoidance cloudbased data capture capability emma brain corp robot tested walmart store afterhour floor cleaning,robotic,51,"adaptable, afterhour, walmart, unstructured, tested, technology, surface, store, routing, robot"
Colorado,produce autonomous zeroemission system yard operation promote safety efficiency sustainability company ’s technology help cut repetitive manual task management software allows operation monitored onsite remotely georgiapacific among outrider ’s customer,robotic,42,"allows, outrider, yard, technology, task, system, sustainability, software, safety, repetitive"
Diligent Robotics,us ai build robotic assistant healthcare industry company ’s moxi robot able deliver medication lab sample it ’s equipped robotic arm allows navigating door elevator,robotic,36,"able, healthcare, sample, robot, navigating, moxi, medication, lab, it, industry"
AMP Robotics,put ai work automate recycling ai platform power company ’s robotic sorting system able recognize recyclable material distinguish type plastic paper metal,robotic,31,"able, power, type, system, sorting, recycling, recyclable, recognize, put, platform"
Elroy Air,autonomous aircraft play role delivering good remote location it ’s difficult get vehicle area costprohibitive attempt delivery elroy air us ai autonomous vertical takeoff landing cargo aircraft called chaparral ai robot carry pound mile range,robotic,52,"ai, good, vehicle, us, takeoff, role, robot, remote, range, pound"
Locus Robotics,produce autonomous mobile robot support warehouse operation locus payload capacity pound locus origin come equipped camera sensor maneuver work order fulfillment alongside human counterpart,robotic,46,"alongside, operation, warehouse, support, sensor, robot, produce, pound, payload, origin"
Bright Machines,microfactories solution help company shift toward automated electronics assembly company say expert field like computer vision machine learning robotics advise customer get bright machine technology improve productivity,robotic,41,"advise, learning, toward, technology, solution, shift, say, robotics, productivity, microfactories"
Miso Robotics,creates ai robot use commercial kitchen fry station robot flippy us ai vision recognize kind food employee placed auto say robot perform twice food prep task compared original flippy model,robotic,50,"ai, perform, use, us, twice, task, station, say, robot, recognize"
Skydio,drone manufacturer using ai develop technology autonomous flight product include skydio drone reach speed mile per hour flown manually autonomously ability avoid obstacle capture photo video company provides solution multiple sector including public safety defense construction telecommunication,robotic,59,"ability, ai, obstacle, per, photo, product, provides, public, reach, safety"
UiPath,uipath ’s robotic process automation software instills ai robot help perform repetitive task efficiently learn go unicorn ’s ai robot software helping robot — retail manufacturing — speed task environment longer supervised human,robotic,52,"ai, perform, uipath, task, supervised, speed, software, robot, retail, repetitive"
Neurala,neurala ’s vision inspection automation software meant improve quality control make manufacturing process efficient company say technology “ detect challenging defect type ” yet user do n’t prior ai expertise software simple set integrate deploy,robotic,48,"ai, automation, vision, user, type, technology, software, simple, set, say"
Sea Machines,creates autonomous technology marine maritime industry company ’s technology connects vessel ’s machinery navigation sensor autonomous remote control system act data recorder enabling remote mission typical workboat routing task,robotic,40,"act, autonomous, vessel, typical, technology, task, system, sensor, routing, remote"
Veo Robotics,creates industrial robot d sensing ai computer vision capability enhance manufacturing operation robot work alongside human make workplace flexible efficient using d sensor detect object nearby necessary slow stop robot used car assembly line handle heavy lifting human coworkers perform delicate task,robotic,62,"ai, make, nearby, necessary, object, operation, perform, robot, sensing, sensor"
